id	submitdate	lastpage	startlanguage	seed	Exp1	DS_knowENV	DS_Beauty	DS_Mystical	DS_Importance	DS_Abundance	DS_Exciting	DS_Inviting	DS_Relaxing	DS_Calm	DS_knowHA	DS_care	Ant_knowENV	Ant_Beauty	Ant_Mystical	Ant_Importance	Ant_Abundance	Ant_Exciting	Ant_Inviting	Ant_Relaxing	Ant_Calm	Ant_knowHA	Ant_care	RT_knowENV	RT_Beauty	RT_Mystical	RT_Importance	RT_Abundance	RT_Exciting	RT_Inviting	RT_Relaxing	RT_Calm	RT_knowHA	RT_care	Mo_knowENV	Mo_Beauty	Mo_Mystical	Mo_Importance	Mo_Abundance	Mo_Exciting	Mo_Inviting	Mo_Relaxing	Mo_Calm	Mo_knowHA	Mo_care	Ant_ExtLH	RT_ExtLH	Mo_ExtLH	DS_ExtLH	EnvRisk_Ant	EnvRisk_RT	EnvRisk_Mo	EnvRisk_DS	SocRisk_Ant	SocRisk_RT	SocRisk_Mo	SocRisk_DS	Country	Gender	Age	LivingArea	Education	PVQ_Bio1	PVQ_Bio2	PVQ_Bio3	PVQ_Bio4	PVQ_Alt1	PVQ_Alt2	PVQ_Alt3	PVQ_Alt4	PVQ_Alt5	PVQ_Hed1	PVQ_Hed2	PVQ_Hed3	PVQ_Ego1	PVQ_Ego2	PVQ_Ego3	PVQ_Ego4	PVQ_Ego5	NEP1	NEP2	NEP3	NEP4	NEP5	NEP6	NEP7	NEP8	NEP9	NEP10	NEP11	NEP12	NEP13	NEP14	NEP15
71	1.1.1980 0:00	7	en	856328208	4	3	5	7	7	6	7	2	5	7	3	5	2	7	7	7	3	7	2	7	7	3	5	5	7	6	7	7	7	7	7	7	5	5	1	7	7	7	3	7	1	7	7	1	5	4	4	1	4	4	4	4	4	4	4	4	4	United Kingdom	Female	18-35 years	City suburbs	Post graduate	6	6	6	4	6	5	6	4	5	4	4	5	4	3	3	1	6	4	4	4	3	5	3	5	2	5	1	5	1	2	1	5
72	1.1.1980 0:00	7	en	1630343751	3	5	5	3	5	3	5	5	5	5	3	4		6	5	5	3	5	6	5	5	3	5	4	6	5	7	6	6	6	5	5	4	5	3	6	6	4	1	5	6	5	5	3	3	5	5	2	4	4	4	1	4	5	5	1	3	United Kingdom	Male	36-65 years	City suburbs	Post graduate	6	6	6	5	5	5	5	5	5	4	4	4	5	4	3	2	3	5	1	5	2	5	1	4	1	4	1	5	1	4	4	5
73	1.1.1980 0:00	7	en	771158311	3	5	7	5	7	4	5	5	4	5	5	5	4	5	4	6	2	4	4	4	4	4	5	5	7	6	7	4	7	6	6	4	4	5	3									3	5	5	5	3	5	3	3	3	3	3	3	3	3	United States	Male	36-65 years	City centre	Post graduate	5	6	6	6	6	6	6	6	6	6	6	6	2	2	6	5	6	4	4	4	3	4	3	2	3	4	3	5	1	4	3	3
74	1.1.1980 0:00	7	en	1359760556	4	3	6	6	7	5	4	4	6	6	3	5	3	7	7	7	5	7	4	4	4	3	5	4	7	7	7	6	6	6	5	5	4	5	3	5	7	7	3	6	4	4	4	3	5	5	4	4	4	4	4	2	4	4	4	3	4	Norway	Male	36-65 years	Small town/village	Post graduate	6	6	6	3	6	6	6	6	6	5	5	3	1	1	1	1	2	5	2	4	2	5	1	3	1	5	1	5	1	4	1	5
76	1.1.1980 0:00	7	fi	971196371	2	3	4	6	4	2	6	3	3	5	2	2	3	5	2	6	1	4	4	3	4	3	4	3	5	4	6	5	4	5	5	4	3	4	2	5	7	3	1	7	6	4	4	3	2	4	4	5	5	3	5	1	3	3	5	1	2	Luxembourg	Male	18-35 years	Small town/village	Undergraduate degree, University	5	4	5	4	5	5	6	6	5	6	6	5	4	2	3	4	4	5	4	3	4	4	5	2	2	5	2	5	3	4	4	3
77	1.1.1980 0:00	7	en	651736870	1	3	7	2	7	6	6	6	6	6	3	5	3	6	4	6	5	6	6	5	5	3	5	3	6	4	6	6	6	6	6	6	4	5	2	4	4	6	4	4	4	4	3	3	5	5	5	5	5	4	4	4	4	3	3	2	4	Canada	Male	36-65 years	City centre	Graduate degree, University	5	4	5	4	5	5	5	5	5	4	4	4	2	2	2	3	3	2	2	4	3	4	3	4	2	4	2	2	2	4	2	4
78	1.1.1980 0:00	7	en	336525025	2	3	6	7	7	4	7	6	7	7	4	5	4	7	7	7	7	5	4	5	5	4	5	2	7	6	7	6	7	7	7	7	2	5	1	3	7	2	1	1	3	2	2	1	3	1	2	1	5	4	4	3	4	4	4	2	4	Australia	Female	18-35 years	City suburbs	Graduate degree, University	6	6	6	5	6	5	6	6	5	4	5	5	4	1	4	3	6	5	2	5	2	5	2	5	1	4	1	4	1	5	3	4
79	1.1.1980 0:00	7	en	504806416	4	3	5	7	7	6	7	3	3	3	3	4	4	7	7	7	7	7	6	3	3	4	4	3	7	7	7	6	7	5	5	3	3	4	2	5	7	5	1	5	3	3	3	3	2	5	4	3	5	5	3	5	4	4	3	2	4	Australia	Female	36-65 years	City suburbs	Post graduate	6	6	6	4	5	5	6	5	5	6	5	5	2	2	3	4	5	5	4	5	3	5	4	5	2	4	1	2	2	2	3	5
80	1.1.1980 0:00	7	en	1787643854	4	3	5	6	6	5	6	4	4	4	3	4	3	7	7	6	4	5	4	3	4	3	5	5	7	7	7	7	7	6	5	4	5	5	2	5	7	4	1	5	4	2	5	1	3	3	4	2	4	5	4	2	4	2	5	5	5	United States	Female	18-35 years	City centre	Graduate degree, University	6	6	6	5	6	6	6	6	6	5	5	5	2	2	2	2	4	1	4	4	3	5	3	5	1	5	1	2	1	2	1	5
81	1.1.1980 0:00	7	en	1046056374	1	2	7	6	7	7	7	1	3	6	2		2	5	5	6	3	3	3	5	6	1		1	6	4	6	7	3	6	7	6	1		1	5	7	7	1	3	2	3	5	2			3		3									United States	Male	36-65 years	Small town/village	Undergraduate degree, University		6	5						6	5	5	5	1	1	1	4				4		4	4						5		1	
82	1.1.1980 0:00	7	en	407738270	3	3	4	5	6	6	6	5	5	5	3	4	3	5	5	6	3	5	4	4	5	3	4	3	5	4	6	5	5	4	5	5	3	4	3		6	3	3					3	3	5	5	2	5	4	5	3	5	4	3	2	5	Finland	Male	18-35 years	City centre	Graduate degree, University	5	5	5	4	5	5	5	5	5	5	4	4	5	2	4	2	4	4	2	4	2	4	3	4	3	4	1	4	1	3	2	4
83	1.1.1980 0:00	7	en	43797087	4	4	7	7	7	3	6	2	5	5	3	5	2	7	5	7	5	7	5	5	4	4	5	4	7	6	7	7	7	7	7	7	5	5	2	6	7	5	2	3	2	3	2	2	4	4	4	5	4	2	2	4	5	4	4	5	4	Finland	Female	18-35 years	City suburbs	Undergraduate degree, University	6	6	6	6	6	5	6	6	6	6	6	6	2	2	5	2	3	5	2	5	5	5		5	5	5	1	5	1	2	2	5
84	1.1.1980 0:00	7	en	1561797001	3	2	5	5	5	3	4	3	3	5	2	3	3	7	7	7	5	5	3	4	7	3	4	4	7	7	7	7	7	7	7	7	4	5	2	7	7	4	3	4	3	2	4	2	3	3	5	3	2	5	5	5	5	5	5	5	5	Korea South	Female	18-35 years	City centre	Undergraduate degree, University	6	6	6	5	3	3	5	5	5	5	4	4	2	3	4	3	5	5	2	5	1	5	1	5	1	5	1	5	1	5	1	5
85	1.1.1980 0:00	7	en	906446923	2	3	6	6	7	5	7	5	3	5	3	5	4	7	7	7	5	7	6	5	6	4	5	3	7	6	7	7	6	7	7	7	3	5	2	5	7	5	4	6	3	3	3	3	5	3	5	3	4	4	4	5	4	5	5	4	5	Germany	Female	18-35 years	City centre	Post graduate	5	5	6	5	5	5	5	6	6	5	5	5	4	3	2	3	3	3	2	4	1	5	1	5	1	4	1	3	1	2	2	4
86	1.1.1980 0:00	7	en	1582574175	3	3	6	7	7	6	4	5	3	4	3	5	4	7	7	7	7	7	7	7	7	5	5	5	7	7	7	7	7	7	7	7	5	5	2	7	7	4	1	4	4	5	1	1	5	4	4	3	4	4	4	3	4	4	4	2	4	France	Male	18-35 years	City suburbs	Graduate degree, University	6	6	6	6	6	5	6	6	6	6	6	6	3	5	6	4	6	5	1	5	1	5	5	5	1	2	1	5	1	5	1	5
87	1.1.1980 0:00	7	fi	112699566	2	2	5	7	7	4	7	4	1	4	3	4	4	7	7	7	7	7	5	5	4	3	4	3	7	5	6	6	5	5	4	4	2	4	2	5	6	4	4	6	6	2	4	2	3	5	5	3	5	5	5		5	2	2	2	2	Finland	Female	18-35 years	City suburbs	Graduate degree, University	6	6	6	5	6	6	6	6	5	5	6	6	2	2	2	4	5	5	1	4	1	1	4	5	1	5	1	4	2	5	2	5
89	1.1.1980 0:00	7	fi	1330165708	4	2	5	5	4	4	4	4	4	5	2	4	3	6	6	5	2	5	6	7	7	3	5	3	7	6	7	5	5	6	6	6	4	5	2	6	6	4	3	3	4	4	6	2	3	4	4	3	4	4	4	2	4	5	4	2	3	Finland	Female	18-35 years	City suburbs	Graduate degree, University	6	6	6	5	6	5	6	6	4	4	4	5	2	1	2	2	3	5	4	3	1	5	4	5	1	5	1	5	1	4	1	5
90	1.1.1980 0:00	7	en	1074658726	3	2	7	7	7	4	7	5	3	6	2	5	2	7	7	7	7	7	4	5	5	2	5	3	7	7	7	5	6	6	7	7	3	5	2	7	7	7	6	7	7	5	4	3	5	4	5	4	5	4	4	4	4	4	4	4	4	Portugal	Female	36-65 years	City centre	Graduate degree, University	6	6	6	6	6	6	6	6	6	5	4	4	3	3	3	3	3	4	1	5	2	5	2	3	2	4	1		1	3		5
91	1.1.1980 0:00	7	fi	1294153122	2	2	5	5	5	3	6	3	3	5	2	3	3	6	4	6	3	5	4	4	4	3	4	3	5	4	6	5	5	5	4	5	3	4	2	5	5	4	1	5	5	5	5	2	3	5	5	3	2	4	5	3	5	5	5	3	3	Romania	Male	18-35 years	City centre	Undergraduate degree, University	5	5	5	4	6	6	6	4	4	5	5	5	4	4	4	4	4	4	2	4	1	5	3	4	1	5	1	4	3	3	3	5
92	1.1.1980 0:00	7	en	1925881277	2	2	4	6	7	5	5	3	5	5	2	3	3	5	6	7	3	5	4	5	5	3	4	3	7	7	6	5	5	5	6	6	3	4	2	4	7	5	3	5	3	5	6	4	4	1	3	1	1	4	4	4	4	4	5	3	4	Australia	Male	18-35 years	City centre	Graduate degree, University	5	5	5	3	5	6	6	6	6	5	5	5	1	2	4	4	5	5	4	4	3	4	2	3	2	4	2	5	3	4	3	4
94	1.1.1980 0:00	7	en	1886461259	4	3	6	6	7	7	6	4	4	6	3	5	3	7	7	7	6	7	7	7	7	3	5	3	7	7	7	7	7	7	7	7	3	5	3	7	7	1	1	5	1	1	1	3	1	4	4	1	4	4	4	1	4	4	4	1	4	Canada	Male	36-65 years	City centre	Post graduate	6	6	6	6	6	6	6	6	6	6	6	6	1	1	1	1	6	5	1	5	1	5	1	5	1	5	1	5	1	1	1	5
95	1.1.1980 0:00	7	fi	224503469	3	3	6	6	6	5	6	3	3	5	3	5	3	6	6	7	3	6	2	2	5	3	5	4	6	2	6	6	5	6	5	5	4	5	2	6	7	5	3	6	3	2	5	3	5	4	4	5	4	4	4	4	4	4	4	4	4	United States	Female	36-65 years	Small town/village	Post graduate	4	5	5	5	6	5	6	5	6	2	2	3	1	1	2	2	2	5	3	4	2	5	4	5	2	5	2	4	2	5	4	4
96	1.1.1980 0:00	7	en	551218158	4	3	7	7	6	7	7	4	1	3	2	4	2	7	5	5	2	4	4	1	1	1	3	3	7	4	7	7	6	7	7	7	3	4	2	5	7	5	2	6	3	3	3	2	3	4	4	4	4	5	5	5	5					United States	Female	36-65 years	Small town/village	High school or Vocational school/Trade school	5	5	6		6	5	6	6	6	5	6	6	4	4	4	5	6	4	3	5	3	5	5	5	3	3	1	3	2	4	3	4
97	1.1.1980 0:00	7	fi	24898063	2	3	5	6	7	6	6	5	5	5	3	5	3	7	5	7	6	5	5	5	6	3	5	3	7	5	7	6	6	7	6	5	3	5	3	7	7	5	3	6	7	5	6	3	3	5	5	5	5	4	4	5	4	4	4	3	4	Finland	Female	18-35 years	City centre	Graduate degree, University	6	6	6	6	6	5	6	5	5	5	5	6	3	3	4	3	5	5	2	4	1	5	4	4	1	4	1	4	2	2	2	5
99	1.1.1980 0:00	7	en	62634009	1	2	6	4	7	5	7	2	2	3	2	3	2	6	2	6	1	5	2	2	2	2	4	2	6	3	6	6	6	5	5	3	2	4	3	6	5	4	1	7	2	2	2	3	4	5	4	2	2	5	5	5	5	5	5	5	5	United States	Male	18-35 years	City suburbs	Undergraduate degree, University	5	5	5	3	4	5	5	4	5	5	5	5	3	3	4	5	5	4	3	4	2	4	3	4	2	4	2	4	2	5	2	4
100	1.1.1980 0:00	7	en	1480709466	4	2	7	7	7	7	7	7	7	7	2	4	2	7	7	7	7	7	7	7	7	3	5	3	7	7	7	7	7	7	7	7	3	5	2	7	7	7	7	7	4	7	7	2	5	5	5	5	3	5	5	5	5	5	5	5	5	United States	Female	18-35 years	City suburbs	High school or Vocational school/Trade school																																
101	1.1.1980 0:00	7	en	130904337	3	2	4	6	5	3	5	5	2	5	3	4	3	7	6	7	3	5	6	5	5	2	5	4	6	5	6	7	5	6	7	7	4	5	2	5	7	7	1	7	5	1	2	2	4	4	4	1	4	4	4	2	4	5	5	1	5	United States	Female	18-35 years	City centre	Undergraduate degree, University	6	6	6	4	6	6	5	4	5	5	6	6	3	2	4	3	5	5	3	4	2	4	3	4	1	3	1	4	2	3	2	5
102	1.1.1980 0:00	7	en	982403342	3	2	7	7	7	4	7	4	4	4	2	5	3	7	7	7	4	7	7	4	4	2	5	3	7	7	7	7	7	7	7	7	3	5	3	7	7	7	7	7	7	7	7	4	5	4	4	4	4	4	4	3	4	4	4	1	4	United States	Male	36-65 years	City suburbs	Undergraduate degree, University	6	6	6	6	6	5	6	6	6	6	5	6	1	1	3	3	6	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5
103	1.1.1980 0:00	7	en	313690768	2	2	6	7	6	5	5	2	3	3	1	4	2	7	7	6	3	5	3	3	4	2	4	3	7	5	7	7	5	6	6	5	3	5	3	5	3	4	1	3	2	2	6	3	5	5	2	2	5	4	5	4	5	4	2	4	4	United States	Female	18-35 years	City suburbs	Undergraduate degree, University	3	3	4	3	4	3	4	4	5	5	5	5	2	2	5	5	6	3	3	3	4	4	4	4	3	4	2	4	3	4	3	4
104	1.1.1980 0:00	7	en	1946228350	2	3	6	5	6	5	6	5	5	4	3	4	3	7	5	7	5	7	7	5	6	4	5	3	7	6	6	6	5	6	5	6	3	4	2	6	7	6	2	7	7	6	6	3	3	2	5	1	1	4	5	1	3	5	5	1	2	New Zealand	Male	36-65 years	City centre	Post graduate	5	6	5	5	5	5	6	4	6	5	3	4	2	1	1	3	5	4	3	5	3	4	2	3	2	5	1	4	3	4	3	4
105	1.1.1980 0:00	7	fi	749976540	3	4	7	7	7	7	7	7	7	7	3	5	3	7	7	7	7	7	7	7	7	3	5	2									2	5	1									2	2	3	5	5	4	4	4	3	4	4	5	2	4	Finland	Male	36-65 years	City suburbs	Graduate degree, University	5	5	5	5	3	4	5	5	6	6	6	6	6	4	4	3	4	5	2	4	1	5	4	4	1	3	2	5	2	4	2	5
107	1.1.1980 0:00	7	en	692242925	4	3									3	4	2									2	4	2									2	4	3									3	4	3	3	3	3	3	3	3	3	3	3	3	3	United States	Female	36-65 years	City centre	Post graduate	4	4	4	4	4	3	3	3	4	4	5	5	5	4	5	5	5	3	2	4	3	2	4	3	3						3	3
108	1.1.1980 0:00	7	en	596455541	2	2	7	7	7	7	7	5	7	7	3	5	2	7	7	7	7	7	7	7	7	3	5	3	7	7	7	7	7	7	7	7	3	5	2	7	7	1	1	7	6	4	7	1	2	4	4	3	4	4	5		4	4	4	1	4	United States	Male	36-65 years	City centre	Undergraduate degree, University	5	5	6	5	6	6	6	6	5	4	5	4	2	2	4	2	4	5	2	5	2	5	2	5	1	5	1	5	1	4	2	5
109	1.1.1980 0:00	7	en	476443577	3	2	7	6	6	6	6	4	4	4	2	4	2	7	6	7	6	6	5	4	4	3	5	3	7	7	6	6	6	4	4	4	3	5	3	7	7	6	3	6	5	4	4	3	5	3	5	3	5	3	3	3	3	3	3	3	3	United States	Male	36-65 years	City centre	Post graduate	5	5	5	3	5	5	5	3	4	3	3	3	2	2	4	2	5	3	4	3	4	4	4	4	3	5	3	3	2	2	3	3
110	1.1.1980 0:00	7	en	1593644222	2	2	6	7	6	6	6	2	4	4	2	4	2	5	5	5	5	4	3	3	3	2	3	2	6	6	6	6	2	4	4	4	2	5		4	7	5	4	4	3	3	3	2	4	5	5	5	4	4	5	4	4	4	4	4	4	United States	Female	36-65 years	City suburbs	Post graduate	5	5	6	4	6	4	6	6	5		6	6	4	4	5	5	6	4	4	4	5	4	4	2	3	5	2	2	2	3	4	3
111	1.1.1980 0:00	7	fi	561047058	2	2	5	7	7	5	7	5	6	6	2	4	3	7	6	7	4	7	7	5	7	3	5	1	6	6	7	7	6	7	7	6	2	4	3	2	7	5	2	3	6	2	7	2	3	5	5	2	5	5	5	5	5	5	5	5	5	Finland	Female	18-35 years	City centre	Undergraduate degree, University	5	5	5	4	6	6	6	6	5	4	4	5	2	1	1	1	3	5	1	4	1	5	1	4	1	1	1	5	2	2	2	5
112	1.1.1980 0:00	7	en	1974553378	3	2	6	6	6	4	6	3	3	3	2	4	2	6	6	7	4	5	3	5	5	2	5	3	6	6	6	5	4	4	4	4	3	4	4	7	7	4	1	5	2	6	6	5	4	4	4	1	3	4	4	1	4	4	5	1	4	United States	Male	18-35 years	City centre	Post graduate	5	5	5	5	6	5	5	5	4	5	5	5	4	3	4	5	5	5	3	4	2	5	2	4	1	5	1	4	1	3	3	5
113	1.1.1980 0:00	7	en	186709748	4	2	6	6	6	6	6	6	4	4	3	5	2	7	7	7	5	7	6	5	5	3	5	3	7	7	7	7	6	6	5	6	3	5	3	7	7	6	3	7	7	3	3	3	5	5	4	2	4	4	4	4	4	5	2	4	5	United States	Male	36-65 years	City suburbs	Post graduate	6	6	6	6	6	5	5	5	5	5	5	5	3	4	6	6	6	5	2	4	3	5	2	5	2	5	1	4	1	5	3	4
115	1.1.1980 0:00	7	en	1844060318	2	2	6	6	6	4	4	4	6	5	2	4	3	7	7	7	4	5	4	4	5	3	5	4	7	6	7	7	7	7	7	7	4	5	3	4	7	5	3	4	4	3	4	3	4	4	4	2	4	5	4	2	5	5	4	2	5	United States	Female	18-35 years	City centre	Graduate degree, University	6	6	6	5	6	6	6	5	5	5	5	5	3	3	4	4	5	5	2	4	3	5	5	5	3	4	1	3	1	3	3	4
116	1.1.1980 0:00	7	en	1388325378	2	2	7	7	7	7	7	7	7	7	2	5	3	7	7	7	7	7	7	7	7	3	5	4	7	7	7	7	7	7	7	7	4	5	2	7	7	7	4	7	7	6	6	2	5	4	4	2	4	4	4	4	4	4	4	4	4	United States	Male	18-35 years	City centre	Graduate degree, University	6	6	6	6	6	6	6	6	6	6	6	6	6	4	5	5	6	5	2	5	5	5	2	5	1	5	1	5	1	1	1	5
117	1.1.1980 0:00	7	en	1328710924	3	2	7	6	6	6	6	6	5	7	3	4	3	7	7	7	5	7	7	6	6	3	3	4	7	6	7	7	6	7	7	7	5	5	3	3	7	2	2	5	4	3	4	3	2	4	4	3	4	5	5	3	5	5	3	2	5	United States	Male	18-35 years	City suburbs	Post graduate	5	5	5	5	5	5	5	5	6	5	5	6	4		5	5	6	2	4	2	3	3	3	2	2	4	2	2	2	4	3	2
118	1.1.1980 0:00	7	en	1868758923	2	3	5	5	5	5	5	4	5	5	2	4	3	5	4	5	3	4	4	5	5	2	4	3	7	6	7	6	6	7	5	6	3	5	3	5	6	3	1	5	4	6	6	4	3	3	4	5	5	5	4	1	5	2	4	1	3	United States	Male	36-65 years	City suburbs	Undergraduate degree, University	6	6	6	5	6	6	6	6	5	5	5	5	2	2	2	3	2	4	3	5	3	5	3	3	2	4	2	4	2	4	3	4
119	1.1.1980 0:00	7	fi	1067452275	2	1	4	7	7	4	7	3	2	4	2	4	2	7	6	7	1	6	5	6	7	2	5	3	7	6	7	6	7	6	6	6	3	5	1	3	7	7	2	7	6	2	4	2	4	1	5	3	5	4	5	4	4	3	3	4	5		Female	18-35 years	City centre	Graduate degree, University	6	6	6	4	6	5	6	4	5	4	5	5	2	2	2	3	5	3	1	4	1	5	4	4	2	5	1	5	2	5	4	5
120	1.1.1980 0:00	7	fi	2080358494	4	2	4	7	5	3	5	5	4	6	2	3	3	6	4	6	2	5	5	5	6	3	5	3	6	4	7	6	5	6	6	6	3	5	3	2	5	3	2	2	4	4	4	4	2	2	5	1	1	3	2	4	4	4	3	1			Female	36-65 years	City suburbs	Graduate degree, University	5	4	5	5	4	3	5	5	4	4	5	5	6	2	2	3	4	3	2	2	2	4	4	4	1	4	2	4	2	4	3	3
121	1.1.1980 0:00	7	fi	637112932	3	2	4	6	7	3	7	3	1	4	2	4	2	7	7	7	3	7	4	2	5	2	4	2	7		7						2	4	1				1					2	2	5	4	3	5	4	4	5	4	4	4	2	4	Finland	Female	36-65 years	Rural area	Graduate degree, University	6	6	6	6	6	6	6	6	6	4	4	4	3	2	2	1	4	5	2	5	1	5	5	5	1	5	1	4	2	5	4	5
122	1.1.1980 0:00	7	fi	1326992700	4	3	7	6	7	7	7	7	7	4	3	5	3	7	7	7	7	7	7	7	7	3	5	3	7	7	7	7	7	7	7	7	3	5	3	7	7	1	1	7	4	4	4	3	2	5	4	1	5	5	5	2	2	3	3	2	2		Male	36-65 years	Small town/village	Graduate degree, University	6	6	6	6	6	6	6	6	6	6	6	6	1	1	6	4	6	1	4	2	5	4	5	1	5	5	5	4	4	1	4	1
123	1.1.1980 0:00	7	fi	1597137340	3	3	5	6	7	6	7	6	4	7	3	5	4	7	5	7	4	5	7	7	4	4	5	4	7	6	7	7	6	7	6	4	3	5	3	4	5	4	2	2	4	4	5	3	2	3	4	2	3	4	3	1	4	5	5	1	5		Female	36-65 years	City suburbs	High school or Vocational school/Trade school	4	4	6	5	4	4	5	4	4	4	5	6	3	3	1	2	3	4	1	4	1	4	4	4	1	4	2	4	1	4	2	5
127	1.1.1980 0:00	7	en	409527500	3	3	5	5	6	6	6	6	3	3	4	4	2	6	5	5	3	4	3	5	4	2	4	3	6	6	6	6	6	5	6	6	3	5	3	3	5	5	2	4	4	5	5	2	3	5	4	3	4	5	5	2	5	3	5	2	5	United States	Male	36-65 years	City centre	Post graduate	5	5	5	3	3	4	6	5	5	4	3	3	1	1	4	2	5	3	3	4	2	4	4	3	2	4	3	2	2	3	1	4
131	1.1.1980 0:00	7	en	1061170333	4	3	5	6	7	6	6	6	4	4	3	5	4	7	6	7	6	7	7	7	7	4	5	5	7	7	7	7	7	7	7	7	5	5	2	4	7	3	3	4	4	3	3	2		4	4	3	5	4	5		4	4	4		4	United States	Female	36-65 years	City suburbs	Graduate degree, University	6	6	6	6	6	6	6	6	6	4	4	6	4	2	2	3	5	4	1	5	3	5	2	5	1	5	1	5	1	5	2	5
132	1.1.1980 0:00	7	en	1491741921	2	5	6	7	7	4	7	6	6	7	2	5	5	6	7	7	5	7	7	7	7	4	5	5	7	7	7	7	7	7	7	7	4	5	4	5	7	2	2	2	3	2	6	3	4	5	5	2	2	4	4	4	4	4	4	4	4	United States	Female	Over 65 years	City suburbs	Graduate degree, University	6	6	6	6	6	5	6	6	6	6	6	6	5	4	5	4	6	5		4		5	5	5	2	5	1	4	2	5	2	5
133	1.1.1980 0:00	7	en	1404797400	3	2	5	6	6	6	3	4	3	3	2	4	1	3	3	3	2	2	3	4	6	2	3	3	6	5	7	5	5	6	6	7	3	5	3	5	3	2	1	3	2	2	3	3	2	3	5	1	2	1	5	2	4	2	4	1	5	United States	Male	36-65 years	City centre	Undergraduate degree, University	5	5	6	3	5	6	6	5	6	6	6	5	3	4	4	5	5	4	4	4	4	5	4	4	2	3	1	5	2	2	1	3
137	1.1.1980 0:00	7	fi	1598668810	2	3	6	6	7	3	7	6	1	7	2	5	3	7	7	7	2	7	6	2	7	3	5	3	7	3	6	6	6	6	7	7	3	5	3	7	6	7	1	5	3	3	7	3	5	5	4	2	5	4	5	5	4	4	5	5	4	Finland	Male	36-65 years	City suburbs	Graduate degree, University	6	6	6	6	4	4	4	6	3	5	5	5	2	2	2	5	5	5	1	1	1	5	4	5	1	5	1	5	1	5	1	1
138	1.1.1980 0:00	7	fi	62124942	2	3									3	3	3									3	4	3									3	3	3									3	3	5	5	5	5	4	5	4	5	3	3	3	5	Azerbaijan					4	4	4	4	4	4	4	4	4									5		5	1	5			1			5	1			5
140	1.1.1980 0:00	7	fi	1340841518	3	3	5	5	5	3	5	3	3	6	2	5	4	6	5	6	3	5	5	5	5	3	5	4	6	5	5	5	5	6	6	5	3	5	3	5	6	4	3	5	5	5	5	3	3	2	5	2	5	4	5	2	4	5	5	1	5	Finland	Male	36-65 years	City suburbs	Post graduate	5	5	6	5	6	5	6	4	6	5	6	6	3	2	3	3	6	4	2	3	2	4	3	4	2	5	1	5	2	4	3	5
141	1.1.1980 0:00	7	en	2086368080	4	2	4	6	4	4	4	4	4	6	2	4	3	7	7	7	6	6	4	4	4	3	5	5	7	5	7	7	7	6	6	6	5	5	2	7	7	6	1	6	4	2	4	3	5	5	4	2	5	4	5	4	4	4	5	2	2	Finland	Male	36-65 years	City suburbs	Post graduate	6	6	6	5	6	6	6	6	6	6	6	6	4	2	3	4	5	4	4	5	2	5	3	3	2	5	1	5	2	4	3	4
142	1.1.1980 0:00	7	fi	351225276	4	3	6	5	7	4	7	6	7	7	3	5	4	7	6	7	7	7	7	6	5	4	5	3	7	6	7	7	7	7	7	7	3	5	2	7	7	7	4	7	7	5	4	2	5	5	5	1	1	4	5	5	4	4	5	5	3	Finland	Female	Over 65 years	City suburbs	Post graduate	6	6	6	6	6	6	6	6	6	5	5	6	3	1	2	3	3	5	1	5	1	5	2	5	1	5	1	5	1	5	1	5
143	1.1.1980 0:00	7	fi	877626615	4	2	5	7	5	4	6	5	4	6	2	4	3	6	5	5	4	4	4	3	6	3	4	3	7	6	6	6	7	7	7	6	3	5	3	4	3	3	2	3	4	3	5	4	1	2	4	2	5	4	4	2	4	3	4	2	4	Finland	Male	36-65 years	Small town/village	Post graduate	5	5	4	4	4	4	4	6	4	3	4	5	3	1	1	3	2	5	2	5	1	5	2	4	1	5	1	5	1	2	2	5
145	1.1.1980 0:00	7	fi	1625057184	1	4	4	4	6	5	7	7	3	7	4	4	2	7	5	4	1	1	2	6	7	2	4	5	3	3	5	7	1	5	4	6	5	5	2	6	6	4	4	6	6	3	6	2	5	5	4	2	5	4	4		4	4	4	4	4	Finland	Male	36-65 years	City suburbs	Post graduate	6	6	5	2	6	6	6	6	6	6	4	6	2	1	1	2	4	5	2	4	1	5	2	5	1	5	1	5	1	4	2	5
146	1.1.1980 0:00	7	en	2142935011	3	2	5	7	6	4	6	4	4	5	2	3	3	7	6	7	5	7	5	7	7	3	4	5	7	6	7	6	5	5	5	5	3	4	1	5	7	3	1	7	2	2	5	2	3	4	4	2	5	4	4	2	4	4	4	2	5	Finland	Female	18-35 years	City suburbs	Post graduate	5	6	6	5	5	5	5	6	5	5	5	5	2	1	3	4	5	5	2	4	2	5	2	5	2	3	2	4	1	5	4	4
147	1.1.1980 0:00	7	en	1849871756	3	3	6	5	7	5	5	4	3	4	3	5	4	7	4	6	3	3	5	5	6	3	4	4	7	4	6	6	5	5	6	7	4	4	3	3	4	2	1	2	2	4	4		1	3	4	1	5	5	3		4		5	1		Finland	Male	36-65 years	City suburbs	Post graduate	6	6	5	3	5	5	6	3	3	4	5	5	6	3	4	4	5	5		5	3	5	4	5	2	5	1	5	2	4	2	5
